PLAYER,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TEAM,GAME_ID
Alex Caruso,Did Not Play,,,,,,,,,,,,,,,,,,,,LAL,941
Lance Stephenson,Did Not Dress,,,,,,,,,,,,,,,,,,,,LAL,941
Donovan Mitchell,39:12,15,32,.469,5,10,.500,11,14,.786,2,1,3,6,2,1,3,3,46,+10,UTA,942
Joe Ingles,31:45,6,12,.500,2,3,.667,0,0,,1,2,3,8,2,0,3,4,14,-12,UTA,942
Derrick Favors,31:39,10,12,.833,0,0,,3,4,.750,5,13,18,0,1,3,2,4,23,+29,UTA,942
Ricky Rubio,19:58,2,8,.250,2,5,.400,0,0,,1,2,3,3,3,0,0,1,6,-26,UTA,942
Rudy Gobert,19:33,2,9,.222,0,0,,1,8,.125,5,4,9,1,0,1,1,2,5,-36,UTA,942
Kyle Korver,35:08,2,7,.286,1,4,.250,0,0,,1,6,7,0,2,0,1,0,5,+30,UTA,942
Jae Crowder,31:55,2,7,.286,0,4,.000,0,0,,1,4,5,4,3,0,1,5,4,+12,UTA,942
Royce O'Neale,19:35,3,4,.750,1,1,1.000,0,0,,0,3,3,0,0,2,2,3,7,+9,UTA,942
Thabo Sefolosha,11:15,2,5,.400,1,2,.500,0,0,,0,2,2,0,0,0,0,1,5,+4,UTA,942
Grayson Allen,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,942
Georges Niang,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,942
Ekpe Udoh,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,942
Naz Mitrou-Long,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,942
Khris Middleton,35:35,8,24,.333,4,8,.500,9,9,1.000,3,6,9,6,1,0,5,2,29,+3,MIL,942
Giannis Antetokounmpo,31:57,15,26,.577,2,3,.667,11,19,.579,3,11,14,8,2,1,4,3,43,+19,MIL,942
Brook Lopez,29:34,6,8,.750,4,4,1.000,0,0,,1,7,8,0,1,7,1,3,16,+16,MIL,942
Nikola Mirotić,27:11,1,7,.143,1,6,.167,0,0,,0,6,6,1,1,0,1,2,3,+16,MIL,942
Ersan İlyasova,19:42,2,8,.250,1,3,.333,0,0,,3,0,3,0,1,0,0,5,5,+3,MIL,942
Pat Connaughton,35:41,2,7,.286,0,4,.000,2,2,1.000,3,3,6,3,0,2,1,3,6,-20,MIL,942
Tony Snell,27:18,2,5,.400,2,4,.500,0,0,,1,0,1,1,0,0,0,2,6,-30,MIL,942
D.J. Wilson,16:26,0,6,.000,0,4,.000,0,0,,2,2,4,0,0,0,2,1,0,-12,MIL,942
Isaiah Canaan,9:41,0,3,.000,0,2,.000,0,0,,1,0,1,1,0,0,1,1,0,-14,MIL,942
Christian Wood,6:55,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,-1,MIL,942
Trevon Duval,Did Not Play,,,,,,,,,,,,,,,,,,,,MIL,942
Bonzie Colson,Did Not Play,,,,,,,,,,,,,,,,,,,,MIL,942
Eric Bledsoe,Did Not Play,,,,,,,,,,,,,,,,,,,,MIL,942
Nicolas Batum,41:46,2,7,.286,2,5,.400,2,2,1.000,0,4,4,3,3,0,0,3,8,-12,CHO,943
Kemba Walker,38:40,5,21,.238,2,9,.222,6,6,1.000,0,0,0,12,0,0,4,1,18,-14,CHO,943
Marvin Williams,28:53,2,6,.333,1,3,.333,1,1,1.000,1,1,2,1,2,3,1,2,6,-17,CHO,943
Cody Zeller,21:20,4,10,.400,0,0,,1,2,.500,1,2,3,1,2,1,0,3,9,-25,CHO,943
Miles Bridges,16:46,4,7,.571,2,4,.500,0,0,,1,4,5,0,0,0,0,2,10,-8,CHO,943
Jeremy Lamb,34:27,9,13,.692,4,4,1.000,1,1,1.000,0,5,5,2,0,0,3,3,23,+1,CHO,943
Frank Kaminsky,27:44,5,10,.500,2,6,.333,6,7,.857,0,7,7,0,0,0,2,3,18,+15,CHO,943
Bismack Biyombo,16:30,1,1,1.000,0,0,,0,0,,1,8,9,1,0,1,1,3,2,+8,CHO,943
Tony Parker,13:54,5,8,.625,1,2,.500,3,4,.750,0,0,0,5,0,0,1,1,14,+2,CHO,943
Willy Hernangómez,Did Not Play,,,,,,,,,,,,,,,,,,,,CHO,943
Shelvin Mack,Did Not Play,,,,,,,,,,,,,,,,,,,,CHO,943
Malik Monk,Did Not Play,,,,,,,,,,,,,,,,,,,,CHO,943
Michael Kidd-Gilchrist,Did Not Play,,,,,,,,,,,,,,,,,,,,CHO,943
Damian Lillard,35:40,9,20,.450,4,10,.400,1,1,1.000,1,2,3,2,2,0,2,4,23,+5,POR,943
CJ McCollum,34:26,2,13,.154,2,4,.500,0,0,,1,1,2,6,0,1,3,1,6,+20,POR,943
Al-Farouq Aminu,31:17,6,9,.667,1,3,.333,1,1,1.000,2,4,6,4,0,0,4,3,14,+18,POR,943
Jusuf Nurkić,28:34,8,13,.615,0,0,,10,11,.909,3,12,15,6,2,1,2,4,26,+21,POR,943
Maurice Harkless,22:11,3,8,.375,0,1,.000,0,0,,2,6,8,3,2,0,0,2,6,+10,POR,943
Rodney Hood,24:17,9,14,.643,3,6,.500,6,6,1.000,0,1,1,2,2,0,0,1,27,-2,POR,943
Enes Kanter,18:44,2,8,.250,0,2,.000,2,2,1.000,3,5,8,2,1,0,0,1,6,-13,POR,943
Jake Layman,17:14,1,4,.250,0,2,.000,0,0,,1,2,3,1,0,0,0,3,2,-8,POR,943
Zach Collins,15:04,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,3,0,-8,POR,943
Seth Curry,12:33,3,5,.600,1,2,.500,1,2,.500,0,1,1,0,0,1,0,1,8,+7,POR,943
Meyers Leonard,Did Not Play,,,,,,,,,,,,,,,,,,,,POR,943
Skal Labissière,Did Not Play,,,,,,,,,,,,,,,,,,,,POR,943
Anfernee Simons,Did Not Play,,,,,,,,,,,,,,,,,,,,POR,943
Marcus Smart,35:49,4,8,.500,3,6,.500,7,7,1.000,2,2,4,6,1,0,2,3,18,-20,BOS,944
Kyrie Irving,35:32,7,11,.636,3,5,.600,7,8,.875,0,9,9,6,0,0,4,3,24,-17,BOS,944
Jayson Tatum,35:04,5,15,.333,1,4,.250,1,2,.500,0,5,5,2,1,0,0,4,12,-3,BOS,944
Al Horford,30:56,7,8,.875,1,2,.500,4,4,1.000,2,4,6,2,0,0,1,1,19,-10,BOS,944
Marcus Morris,17:34,0,3,.000,0,2,.000,0,2,.000,0,3,3,0,1,0,2,0,0,-14,BOS,944
Jaylen Brown,28:23,7,13,.538,0,4,.000,1,1,1.000,2,4,6,0,1,0,1,5,15,+5,BOS,944
Terry Rozier,18:19,2,7,.286,0,3,.000,0,3,.000,0,2,2,1,0,0,0,4,4,-1,BOS,944
Gordon Hayward,17:48,3,7,.429,0,1,.000,0,0,,0,2,2,4,2,0,0,0,6,-1,BOS,944
Aron Baynes,12:07,1,4,.250,0,1,.000,2,2,1.000,1,3,4,1,0,0,1,1,4,-1,BOS,944
Daniel Theis,8:28,1,1,1.000,0,0,,0,0,,1,2,3,1,1,0,2,2,2,+7,BOS,944
Semi Ojeleye,Did Not Play,,,,,,,,,,,,,,,,,,,,BOS,944
Brad Wanamaker,Did Not Play,,,,,,,,,,,,,,,,,,,,BOS,944
Robert Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,BOS,944
P.J. Tucker,39:41,3,6,.500,3,5,.600,0,0,,4,4,8,1,1,1,1,2,9,+13,HOU,944
James Harden,38:54,14,31,.452,6,18,.333,8,9,.889,0,7,7,4,2,1,4,6,42,+13,HOU,944
Eric Gordon,35:27,11,18,.611,8,12,.667,2,6,.333,0,3,3,3,1,0,0,2,32,+14,HOU,944
Clint Capela,34:10,3,4,.750,0,0,,2,4,.500,3,6,9,2,1,0,1,0,8,-2,HOU,944
Chris Paul,33:45,4,10,.400,3,8,.375,4,5,.800,1,5,6,12,3,1,5,4,15,+1,HOU,944
Austin Rivers,25:20,2,6,.333,1,5,.200,1,2,.500,0,3,3,0,0,1,0,3,6,+2,HOU,944
Nenê Hilário,13:50,1,1,1.000,0,0,,1,3,.333,2,0,2,0,0,0,0,3,3,+13,HOU,944
Gerald Green,13:29,0,3,.000,0,2,.000,0,0,,0,3,3,0,0,0,1,1,0,+2,HOU,944
Gary Clark,5:24,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,-1,HOU,944
Vince Edwards,Did Not Play,,,,,,,,,,,,,,,,,,,,HOU,944
Terrence Jones,Did Not Play,,,,,,,,,,,,,,,,,,,,HOU,944
Kenneth Faried,Did Not Dress,,,,,,,,,,,,,,,,,,,,HOU,944
Iman Shumpert,Did Not Dress,,,,,,,,,,,,,,,,,,,,HOU,944
Lauri Markkanen,28:40,6,21,.286,3,9,.333,4,5,.800,1,8,9,3,2,0,1,1,19,+1,CHI,945
Zach LaVine,27:49,3,9,.333,0,2,.000,6,7,.857,0,2,2,2,1,1,4,1,12,-2,CHI,945
Robin Lopez,27:40,8,10,.800,0,0,,0,0,,1,5,6,4,0,1,1,3,16,0,CHI,945
Kris Dunn,27:15,6,12,.500,2,5,.400,0,0,,1,3,4,6,2,0,3,3,14,-4,CHI,945
Timothé Luwawu-Cabarrot,18:31,2,3,.667,2,3,.667,0,0,,1,3,4,0,0,0,2,2,6,-6,CHI,945
Shaquille Harrison,27:15,1,3,.333,0,1,.000,0,0,,1,3,4,4,0,2,0,0,2,-10,CHI,945
Wayne Selden,23:38,4,7,.571,0,3,.000,1,2,.500,0,4,4,2,0,0,1,4,9,-3,CHI,945
Ryan Arcidiacono,22:40,5,9,.556,0,2,.000,3,3,1.000,1,2,3,1,1,1,0,3,13,-2,CHI,945
Antonio Blakeney,20:19,8,13,.615,1,2,.500,0,0,,0,2,2,1,0,0,2,2,17,+9,CHI,945
Cristiano Felício,16:11,4,5,.800,0,0,,2,4,.500,3,1,4,2,0,0,0,1,10,-8,CHI,945
Brandon Sampson,Did Not Play,,,,,,,,,,,,,,,,,,,,CHI,945
Kent Bazemore,27:29,4,10,.400,1,4,.250,1,2,.500,3,4,7,1,2,0,3,2,10,-2,ATL,945
Dewayne Dedmon,27:24,4,9,.444,0,2,.000,5,7,.714,2,10,12,2,1,0,0,1,13,+6,ATL,945
Alex Len,26:36,9,18,.500,5,8,.625,5,8,.625,4,5,9,2,0,2,0,5,28,+5,ATL,945
Kevin Huerter,23:08,5,9,.556,2,4,.500,0,2,.000,0,1,1,3,2,0,0,1,12,+8,ATL,945
Trae Young,18:03,6,9,.667,3,4,.750,3,3,1.000,0,2,2,5,0,0,2,0,18,+11,ATL,945
Alex Poythress,26:07,2,6,.333,2,3,.667,3,4,.750,1,4,5,3,1,1,0,3,9,+1,ATL,945
Jaylen Adams,26:00,5,9,.556,4,7,.571,0,0,,0,4,4,4,0,0,3,1,14,-12,ATL,945
DeAndre' Bembry,23:44,1,8,.125,0,3,.000,1,2,.500,1,3,4,7,2,1,3,2,3,+5,ATL,945
B.J. Johnson,18:54,4,4,1.000,3,3,1.000,0,0,,0,2,2,0,1,0,1,0,11,-2,ATL,945
Vince Carter,12:15,1,5,.200,1,3,.333,0,0,,0,0,0,3,1,0,0,1,3,+6,ATL,945
Justin Anderson,10:18,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,1,1,2,2,-1,ATL,945
Shai Gilgeous-Alexander,29:13,6,9,.667,2,3,.667,1,1,1.000,0,3,3,4,1,0,1,3,15,+19,LAC,946
Landry Shamet,26:15,7,12,.583,7,11,.636,0,0,,0,3,3,0,0,0,0,1,21,+12,LAC,946
Patrick Beverley,25:13,1,4,.250,1,3,.333,0,0,,0,10,10,5,0,0,1,5,3,+17,LAC,946
Ivica Zubac,23:22,3,9,.333,0,0,,1,2,.500,2,9,11,5,0,1,3,3,7,+16,LAC,946
Danilo Gallinari,23:13,8,15,.533,3,6,.500,1,1,1.000,1,6,7,4,0,0,3,2,20,+21,LAC,946
Montrezl Harrell,24:38,9,15,.600,0,1,.000,0,2,.000,2,3,5,1,2,0,3,2,18,+5,LAC,946
Lou Williams,21:38,4,13,.308,2,5,.400,8,9,.889,0,2,2,6,1,0,1,1,18,+3,LAC,946
JaMychal Green,20:07,6,11,.545,3,4,.750,1,1,1.000,3,1,4,0,0,1,0,4,16,0,LAC,946
Garrett Temple,18:07,1,1,1.000,0,0,,0,0,,0,4,4,1,0,1,0,5,2,+4,LAC,946
Tyrone Wallace,15:26,2,5,.400,1,1,1.000,0,0,,1,0,1,5,1,0,3,0,5,+8,LAC,946
Jerome Robinson,4:40,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,0,LAC,946
Sindarius Thornwell,4:40,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,0,0,0,LAC,946
Johnathan Motley,3:28,1,2,.500,0,0,,1,1,1.000,0,1,1,0,0,0,1,1,3,0,LAC,946
Damyean Dotson,28:48,5,14,.357,4,8,.500,3,4,.750,1,4,5,0,1,0,0,1,17,-12,NYK,946
Dennis Smith,28:28,3,11,.273,0,3,.000,2,4,.500,0,1,1,6,2,1,1,2,8,-18,NYK,946
Noah Vonleh,27:37,6,8,.750,1,2,.500,4,5,.800,2,10,12,3,0,1,2,5,17,-2,NYK,946
Kevin Knox,23:33,1,6,.167,0,1,.000,4,5,.800,0,3,3,0,1,0,1,1,6,-11,NYK,946
Lance Thomas,7:41,0,3,.000,0,0,,0,0,,0,0,0,4,0,0,0,0,0,-14,NYK,946
Emmanuel Mudiay,28:45,6,15,.400,2,4,.500,2,2,1.000,0,4,4,3,3,0,1,0,16,-13,NYK,946
Allonzo Trier,24:44,5,7,.714,3,3,1.000,3,4,.750,0,1,1,4,0,0,3,1,16,-15,NYK,946
Mitchell Robinson,22:43,7,8,.875,0,0,,2,2,1.000,5,8,13,1,0,4,2,3,16,-17,NYK,946
Luke Kornet,21:21,1,6,.167,1,4,.250,3,3,1.000,1,2,3,2,2,3,0,1,6,+5,NYK,946
Henry Ellenson,14:47,1,5,.200,0,2,.000,3,4,.750,0,3,3,0,0,0,2,4,5,-3,NYK,946
John Jenkins,11:33,0,5,.000,0,2,.000,0,1,.000,0,1,1,0,0,0,1,1,0,-5,NYK,946
Cedi Osman,34:05,6,13,.462,2,6,.333,0,0,,1,5,6,3,3,0,0,1,14,-3,CLE,947
Larry Nance,32:00,5,9,.556,1,4,.250,0,0,,2,5,7,4,1,0,2,1,11,-3,CLE,947
Collin Sexton,29:26,6,11,.545,1,4,.250,4,4,1.000,0,2,2,2,1,0,5,4,17,+3,CLE,947
Kevin Love,28:46,3,11,.273,3,8,.375,7,8,.875,4,10,14,2,0,0,0,2,16,+6,CLE,947
Brandon Knight,18:39,1,5,.200,0,3,.000,0,0,,0,0,0,1,0,0,0,1,2,-10,CLE,947
Jordan Clarkson,26:37,5,9,.556,3,6,.500,5,5,1.000,0,1,1,2,0,0,2,2,18,+20,CLE,947
David Nwaba,21:36,3,7,.429,0,2,.000,2,2,1.000,0,3,3,2,0,1,0,1,8,+14,CLE,947
Matthew Dellavedova,18:58,4,9,.444,3,6,.500,0,0,,1,2,3,3,2,0,1,1,11,+11,CLE,947
Marquese Chriss,15:58,1,4,.250,0,2,.000,1,2,.500,1,4,5,1,0,1,1,1,3,+15,CLE,947
Nik Stauskas,13:55,2,5,.400,1,2,.500,2,2,1.000,0,3,3,0,0,0,0,1,7,+17,CLE,947
Channing Frye,Did Not Play,,,,,,,,,,,,,,,,,,,,CLE,947
Aaron Gordon,41:04,7,16,.438,1,5,.200,0,0,,1,7,8,3,0,1,2,3,15,-11,ORL,947
Nikola Vučević,35:45,13,16,.813,0,0,,2,2,1.000,3,10,13,6,2,2,3,2,28,+3,ORL,947
Evan Fournier,35:02,4,13,.308,3,7,.429,0,0,,0,2,2,1,2,0,0,4,11,-6,ORL,947
D.J. Augustin,29:16,6,12,.500,2,5,.400,5,5,1.000,0,5,5,5,0,0,2,0,19,+10,ORL,947
Jonathan Isaac,25:13,3,8,.375,0,2,.000,1,2,.500,0,4,4,2,0,1,0,1,7,+9,ORL,947
Terrence Ross,29:12,1,12,.083,0,6,.000,0,0,,0,3,3,2,0,0,2,2,2,-28,ORL,947
Isaiah Briscoe,18:44,2,6,.333,0,1,.000,0,0,,1,0,1,3,1,0,2,3,4,-24,ORL,947
Wesley Iwundu,13:29,2,3,.667,0,0,,0,0,,0,1,1,1,0,0,0,1,4,-6,ORL,947
Khem Birch,12:15,1,2,.500,0,0,,1,2,.500,3,1,4,0,0,0,0,1,3,-17,ORL,947
Amile Jefferson,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,947
Jerian Grant,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,947
Melvin Frazier,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,947
Jarell Martin,Did Not Play,,,,,,,,,,,,,,,,,,,,ORL,947
Blake Griffin,42:10,9,21,.429,2,8,.250,7,10,.700,1,6,7,1,0,1,5,2,27,-5,DET,948
Wayne Ellington,35:13,3,6,.500,2,4,.500,3,5,.600,0,3,3,1,3,0,1,1,11,0,DET,948
Reggie Jackson,32:40,8,14,.571,3,5,.600,0,1,.000,1,2,3,4,1,0,3,5,19,+1,DET,948
Andre Drummond,28:08,5,10,.500,0,1,.000,5,8,.625,5,12,17,1,2,1,3,5,15,+27,DET,948
Bruce Brown,17:35,1,2,.500,0,0,,0,0,,1,2,3,2,3,0,0,2,2,-3,DET,948
Luke Kennard,35:25,6,10,.600,5,9,.556,2,2,1.000,0,2,2,5,0,0,2,1,19,+8,DET,948
Thon Maker,20:29,2,6,.333,0,2,.000,2,2,1.000,0,4,4,2,0,1,0,5,6,-8,DET,948
Ish Smith,20:13,4,6,.667,0,0,,1,1,1.000,0,2,2,8,1,0,1,1,9,+3,DET,948
Langston Galloway,17:47,0,4,.000,0,4,.000,0,0,,0,1,1,1,0,0,0,1,0,+5,DET,948
Zaza Pachulia,10:01,0,4,.000,0,0,,0,0,,0,4,4,0,0,0,0,0,0,-10,DET,948
Glenn Robinson,5:19,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,0,1,4,+7,DET,948
Jon Leuer,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,948
Khyri Thomas,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,948
Pascal Siakam,43:57,10,20,.500,1,4,.250,0,2,.000,1,8,9,5,0,0,3,5,21,+2,TOR,948
Kyle Lowry,42:04,11,24,.458,6,14,.429,7,9,.778,1,6,7,5,1,0,3,3,35,+2,TOR,948
Marc Gasol,37:57,2,10,.200,1,2,.500,8,8,1.000,4,4,8,5,1,2,1,6,13,-1,TOR,948
Danny Green,29:14,2,6,.333,2,4,.500,0,0,,1,1,2,1,3,0,2,5,6,-4,TOR,948
Jeremy Lin,24:50,0,8,.000,0,5,.000,1,2,.500,1,0,1,2,1,0,1,1,1,-13,TOR,948
OG Anunoby,34:45,5,10,.500,1,4,.250,2,2,1.000,5,1,6,0,0,1,0,3,13,-2,TOR,948
Serge Ibaka,19:59,2,7,.286,1,1,1.000,0,0,,4,7,11,1,0,0,0,2,5,-4,TOR,948
Norman Powell,19:55,4,9,.444,2,4,.500,1,1,1.000,1,4,5,2,1,0,5,1,11,+1,TOR,948
Patrick McCaw,12:19,1,2,.500,0,1,.000,0,0,,0,1,1,1,1,0,0,2,2,-6,TOR,948
Malcolm Miller,Did Not Play,,,,,,,,,,,,,,,,,,,,TOR,948
Chris Boucher,Did Not Play,,,,,,,,,,,,,,,,,,,,TOR,948
Bradley Beal,37:30,7,19,.368,2,7,.286,6,7,.857,4,3,7,8,3,1,1,2,22,+24,WAS,949
Tomáš Satoranský,30:28,6,8,.750,0,1,.000,2,2,1.000,3,0,3,6,0,0,3,3,14,+13,WAS,949
Bobby Portis,28:18,10,18,.556,3,6,.500,3,4,.750,4,8,12,0,0,0,1,5,26,+17,WAS,949
Trevor Ariza,26:20,5,10,.500,3,6,.500,3,5,.600,0,4,4,4,0,0,0,2,16,+7,WAS,949
Jeff Green,22:24,5,8,.625,0,1,.000,3,5,.600,0,3,3,3,0,0,1,1,13,+7,WAS,949
Jabari Parker,25:36,9,13,.692,1,3,.333,3,3,1.000,2,4,6,1,1,2,1,1,22,+7,WAS,949
Thomas Bryant,19:42,3,7,.429,1,3,.333,2,2,1.000,0,4,4,0,0,1,1,3,9,-3,WAS,949
Troy Brown,17:14,1,5,.200,0,0,,0,0,,2,2,4,5,1,0,0,0,2,0,WAS,949
Sam Dekker,14:40,3,4,.750,1,1,1.000,4,4,1.000,0,2,2,3,1,0,0,1,11,+8,WAS,949
Chasson Randle,12:46,0,3,.000,0,3,.000,0,0,,0,1,1,0,0,0,0,1,0,-6,WAS,949
Wesley Johnson,5:02,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-4,WAS,949
Ian Mahinmi,Did Not Play,,,,,,,,,,,,,,,,,,,,WAS,949
Karl-Anthony Towns,36:03,12,18,.667,2,6,.333,2,2,1.000,3,7,10,7,1,1,4,4,28,-13,MIN,949
Andrew Wiggins,32:34,6,12,.500,0,2,.000,2,4,.500,0,4,4,0,0,1,0,3,14,-15,MIN,949
Jeff Teague,26:16,4,9,.444,0,2,.000,2,2,1.000,0,1,1,8,0,0,2,1,10,-11,MIN,949
Dario Šarić,21:47,5,9,.556,1,3,.333,2,5,.400,1,4,5,2,0,0,1,3,13,-15,MIN,949
Josh Okogie,15:55,1,3,.333,0,1,.000,0,0,,1,1,2,1,1,1,1,5,2,+1,MIN,949
Keita Bates-Diop,26:27,4,7,.571,0,2,.000,0,1,.000,0,5,5,0,0,1,0,4,8,-10,MIN,949
Derrick Rose,24:19,8,17,.471,0,1,.000,2,2,1.000,1,1,2,3,0,0,1,1,18,-7,MIN,949
Taj Gibson,20:35,6,8,.750,0,1,.000,2,2,1.000,2,8,10,2,0,0,2,2,14,-2,MIN,949
Tyus Jones,18:18,2,5,.400,0,2,.000,0,0,,2,1,3,2,1,0,0,0,4,+2,MIN,949
Anthony Tolliver,13:38,2,7,.286,1,5,.200,1,1,1.000,0,2,2,0,0,0,1,1,6,+2,MIN,949
Cameron Reynolds,2:04,1,2,.500,0,1,.000,0,0,,1,0,1,0,0,0,0,0,2,-1,MIN,949
Gorgui Dieng,2:04,1,2,.500,0,1,.000,0,0,,1,0,1,0,0,0,0,0,2,-1,MIN,949
Jerryd Bayless,Did Not Play,,,,,,,,,,,,,,,,,,,,MIN,949
Dennis Schröder,40:30,6,22,.273,1,4,.250,4,4,1.000,2,10,12,6,2,1,3,1,17,+12,OKC,950
Jerami Grant,37:29,3,11,.273,0,2,.000,7,8,.875,4,3,7,5,0,1,2,3,13,0,OKC,950
Terrance Ferguson,35:35,1,5,.200,0,3,.000,2,2,1.000,0,0,0,2,1,0,0,2,4,+6,OKC,950
Russell Westbrook,35:31,7,20,.350,4,13,.308,4,6,.667,2,4,6,5,3,1,4,3,22,-1,OKC,950
Steven Adams,32:21,6,10,.600,0,0,,1,6,.167,8,14,22,0,2,1,4,1,13,-3,OKC,950
Abdel Nader,22:44,4,10,.400,3,6,.500,4,4,1.000,0,2,2,1,2,0,1,2,15,-2,OKC,950
Markieff Morris,14:43,3,9,.333,1,2,.500,0,1,.000,0,1,1,0,0,0,0,4,7,+2,OKC,950
Raymond Felton,13:30,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,0,2,4,+1,OKC,950
Nerlens Noel,7:37,2,4,.500,0,0,,0,0,,1,1,2,0,0,1,0,1,4,+5,OKC,950
Patrick Patterson,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,950
Donte Grantham,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,950
Paul George,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,950
Hamidou Diallo,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,950
Delon Wright,36:29,6,14,.429,1,4,.250,4,4,1.000,0,8,8,6,2,1,1,3,17,+2,MEM,950
Avery Bradley,35:28,11,19,.579,2,6,.333,3,3,1.000,0,5,5,7,2,0,3,3,27,+3,MEM,950
Jonas Valančiūnas,32:14,6,13,.462,0,1,.000,4,4,1.000,1,12,13,1,0,3,3,2,16,+5,MEM,950
Bruno Caboclo,28:18,3,6,.500,1,1,1.000,4,4,1.000,2,2,4,1,0,1,2,5,11,-11,MEM,950
Justin Holiday,27:36,3,8,.375,1,3,.333,0,0,,1,1,2,0,2,1,2,2,7,-1,MEM,950
C.J. Miles,26:22,3,8,.375,1,4,.250,0,0,,0,4,4,0,0,1,0,0,7,+5,MEM,950
Chandler Parsons,16:25,0,1,.000,0,1,.000,1,2,.500,0,2,2,2,1,1,2,4,1,-8,MEM,950
Joakim Noah,15:43,1,5,.200,0,0,,0,0,,0,3,3,3,1,1,4,3,2,-7,MEM,950
Jevon Carter,13:16,1,2,.500,0,0,,2,2,1.000,0,1,1,1,0,0,2,2,4,-5,MEM,950
Tyler Dorsey,8:09,1,3,.333,1,2,.500,0,0,,0,2,2,1,1,0,1,1,3,-3,MEM,950
Ivan Rabb,Did Not Play,,,,,,,,,,,,,,,,,,,,MEM,950
Mike Conley,Did Not Play,,,,,,,,,,,,,,,,,,,,MEM,950
Joe Harris,27:55,5,7,.714,1,2,.500,0,0,,0,2,2,2,0,0,1,1,11,+9,BRK,951
Allen Crabbe,25:46,3,7,.429,2,3,.667,0,0,,0,3,3,0,0,0,2,5,8,+39,BRK,951
Rodions Kurucs,24:23,7,12,.583,5,7,.714,0,0,,0,6,6,1,1,1,4,2,19,+20,BRK,951
D'Angelo Russell,21:38,6,13,.462,1,6,.167,0,0,,0,2,2,11,2,0,2,3,13,+22,BRK,951
Jarrett Allen,20:56,4,5,.800,0,1,.000,0,0,,1,3,4,0,1,0,0,1,8,+8,BRK,951
Caris LeVert,26:49,5,11,.455,2,7,.286,6,8,.750,0,5,5,5,1,0,1,2,18,+25,BRK,951
DeMarre Carroll,22:23,7,9,.778,5,7,.714,3,4,.750,0,5,5,4,0,0,1,3,22,+33,BRK,951
Spencer Dinwiddie,20:04,6,8,.750,1,3,.333,3,5,.600,0,2,2,5,2,0,1,2,16,+18,BRK,951
Ed Davis,19:37,1,2,.500,0,0,,2,2,1.000,1,9,10,0,0,0,0,2,4,+36,BRK,951
Shabazz Napier,8:08,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2,0,BRK,951
Rondae Hollis-Jefferson,7:27,3,7,.429,0,2,.000,0,0,,1,1,2,0,0,0,1,2,6,-5,BRK,951
Jared Dudley,7:27,0,0,,0,0,,0,0,,0,4,4,0,0,0,0,0,0,-5,BRK,951
Theo Pinson,7:27,0,3,.000,0,3,.000,0,0,,0,1,1,1,1,0,0,0,0,-5,BRK,951
Dwight Powell,32:29,6,7,.857,5,6,.833,3,4,.750,2,4,6,6,0,0,1,2,20,-13,DAL,951
Luka Dončić,28:37,6,16,.375,3,7,.429,1,4,.250,1,5,6,1,1,2,2,1,16,-31,DAL,951
Tim Hardaway,24:42,3,11,.273,0,5,.000,1,2,.500,0,4,4,1,1,0,2,3,7,-13,DAL,951
Jalen Brunson,19:45,4,5,.800,0,1,.000,2,2,1.000,1,2,3,1,0,0,2,1,10,-11,DAL,951
Dirk Nowitzki,19:26,2,13,.154,0,7,.000,0,0,,0,4,4,2,0,0,1,1,4,-12,DAL,951
Maxi Kleber,22:26,3,6,.500,2,5,.400,0,0,,0,5,5,4,0,1,1,5,8,-27,DAL,951
Dorian Finney-Smith,20:57,1,9,.111,0,5,.000,2,2,1.000,0,3,3,2,0,0,0,1,4,-19,DAL,951
Courtney Lee,20:56,3,4,.750,1,2,.500,0,0,,0,1,1,1,1,0,0,1,7,-17,DAL,951
